OBJECTID,casenumber,LOC_ERROR,lon,lat,POINT_M,year
1377,9324046,NO ERROR,-83.57,35.80,23.45,8/15/2007
1378,50072078,ROUTE NOT FOUND,0.00,0.00,0.00,7/28/2006
1379,9461935,ROUTE NOT FOUND,0.00,0.00,0.00,3/24/2007
1380,10207105,NO ERROR,-87.27,36.49,6.83,9/11/2007
1381,8424379,NO ERROR,-83.57,35.80,23.92,6/6/2006
1382,9070033,ROUTE NOT FOUND,0.00,0.00,0.00,3/10/2006
1383,10196254,ROUTE NOT FOUND,0.00,0.00,0.00,6/9/2007
1384,8976863,NO ERROR,-88.41,35.66,11.70,7/14/2007
1385,9333658,NO ERROR,-84.85,35.13,11.38,8/11/2007
1386,7457215,NO ERROR,-90.02,35.33,6.91,11/11/2007
1387,9866180,ROUTE NOT FOUND,0.00,0.00,0.00,9/19/2006
1388,9067866,NO ERROR,-86.69,36.30,21.65,5/13/2006
1389,9523581,ROUTE NOT FOUND,0.00,0.00,0.00,7/21/2006
1390,8037120,NO ERROR,-82.22,36.59,23.35,8/22/2007
1391,9461979,ROUTE NOT FOUND,0.00,0.00,0.00,1/17/2006
1392,9269665,ROUTE NOT FOUND,0.00,0.00,0.00,2/5/2006
1393,9915280,NO ERROR,-86.62,36.02,0.07,9/10/2007
1394,9549520,ROUTE NOT FOUND,0.00,0.00,0.00,3/22/2007
1395,9734700,NO ERROR,-83.91,35.98,21.01,5/14/2006
1396,9060508,ROUTE NOT FOUND,0.00,0.00,0.00,5/11/2006
1397,10309239,NO ERROR,-82.58,36.56,2.01,11/18/2007
1398,8296347,ROUTE NOT FOUND,0.00,0.00,0.00,5/21/2006
1399,9786620,ROUTE NOT FOUND,0.00,0.00,0.00,2/6/2007
1400,9202474,ROUTE NOT FOUND,0.00,0.00,0.00,10/4/2007
1401,9380605,ROUTE NOT FOUND,0.00,0.00,0.00,6/4/2007
1402,8242083,ROUTE NOT FOUND,0.00,0.00,0.00,6/10/2006
1403,9059485,ROUTE NOT FOUND,0.00,0.00,0.00,4/18/2006
1404,9701170,NO ERROR,-89.92,35.21,0.39,6/9/2006
1405,8963831,ROUTE NOT FOUND,0.00,0.00,0.00,10/13/2007
1406,9308829,NO ERROR,-86.71,36.26,18.12,8/7/2006
1407,9306170,NO ERROR,-84.86,35.18,15.90,6/4/2007
1408,50044644,ROUTE NOT FOUND,0.00,0.00,0.00,5/23/2006
1409,50022478,ROUTE NOT FOUND,0.00,0.00,0.00,5/28/2006
1410,9845831,ROUTE NOT FOUND,0.00,0.00,0.00,5/5/2006
1411,9495128,ROUTE NOT FOUND,0.00,0.00,0.00,11/9/2006
1412,9332769,ROUTE NOT FOUND,0.00,0.00,0.00,12/28/2006
1413,8241941,ROUTE NOT FOUND,0.00,0.00,0.00,9/2/2006
1414,9904514,ROUTE NOT FOUND,0.00,0.00,0.00,7/15/2007
1415,9516260,ROUTE NOT FOUND,0.00,0.00,0.00,5/30/2007
1416,9851125,ROUTE NOT FOUND,0.00,0.00,0.00,5/5/2006
1417,9503832,NO ERROR,-86.36,35.87,14.01,4/9/2006
1418,7748616,ROUTE NOT FOUND,0.00,0.00,0.00,8/29/2007
1419,9403857,ROUTE NOT FOUND,0.00,0.00,0.00,12/28/2006
1420,8232137,NO ERROR,-86.82,35.98,17.10,8/23/2006
1421,9911515,ROUTE NOT FOUND,0.00,0.00,0.00,10/31/2007
1422,9543731,ROUTE NOT FOUND,0.00,0.00,0.00,3/28/2007
1423,9059453,ROUTE NOT FOUND,0.00,0.00,0.00,7/10/2006
1424,10291247,ROUTE NOT FOUND,0.00,0.00,0.00,10/4/2007
1425,8210625,NO ERROR,-85.32,35.03,6.79,5/6/2006
1426,9058736,ROUTE NOT FOUND,0.00,0.00,0.00,2/3/2006
1427,9773914,ROUTE NOT FOUND,0.00,0.00,0.00,5/9/2007
1428,9179281,ROUTE NOT FOUND,0.00,0.00,0.00,4/26/2007
1429,9362237,NO ERROR,-89.98,35.16,0.00,8/26/2007
1430,8203530,NO ERROR,-86.77,36.21,14.90,1/4/2006
1431,9058539,ROUTE NOT FOUND,0.00,0.00,0.00,7/4/2006
1432,9657308,ROUTE NOT FOUND,0.00,0.00,0.00,4/3/2006
1433,8895144,ROUTE NOT FOUND,0.00,0.00,0.00,5/6/2007
1434,9302026,ROUTE NOT FOUND,0.00,0.00,0.00,7/13/2006
1435,50029312,ROUTE NOT FOUND,0.00,0.00,0.00,8/4/2006
1436,10139624,NO ERROR,-89.93,35.08,5.75,8/6/2007
1437,50022452,NO ERROR,-89.93,35.08,5.90,5/22/2006
1438,9810534,ROUTE NOT FOUND,0.00,0.00,0.00,1/2/2006
1439,9328828,ROUTE NOT FOUND,0.00,0.00,0.00,10/15/2006
1440,8182320,NO ERROR,-85.42,35.18,23.65,7/15/2006
1441,9861098,ROUTE NOT FOUND,0.00,0.00,0.00,3/26/2007
1442,9495721,ROUTE NOT FOUND,0.00,0.00,0.00,4/28/2007
1443,10222714,ROUTE NOT FOUND,0.00,0.00,0.00,8/29/2007
1444,8181967,NO ERROR,-84.95,35.50,12.63,3/10/2006
1445,9057414,NO ERROR,-89.98,35.11,0.64,6/12/2006
1446,10200849,ROUTE NOT FOUND,0.00,0.00,0.00,3/27/2007
1447,9585279,ROUTE NOT FOUND,0.00,0.00,0.00,7/10/2007
1448,9095113,ROUTE NOT FOUND,0.00,0.00,0.00,4/12/2007
1449,9355526,ROUTE NOT FOUND,0.00,0.00,0.00,5/5/2007
1450,9055953,NO ERROR,-90.03,35.13,13.10,1/14/2006
1451,10267021,ROUTE NOT FOUND,0.00,0.00,0.00,3/12/2007
1452,8148582,NO ERROR,-86.71,36.27,18.95,7/11/2006
1453,9055429,ROUTE NOT FOUND,0.00,0.00,0.00,8/2/2006
1454,9728447,ROUTE NOT FOUND,0.00,0.00,0.00,6/11/2007
1455,9121748,NO ERROR,-82.56,36.55,9.87,3/7/2007
1456,9358128,ROUTE NOT FOUND,0.00,0.00,0.00,3/17/2007
1457,8140217,NO ERROR,-89.53,35.75,6.90,3/10/2006
1458,9048489,ROUTE NOT FOUND,0.00,0.00,0.00,10/14/2006
1459,9622088,ROUTE NOT FOUND,0.00,0.00,0.00,7/19/2006
1460,8774158,ROUTE NOT FOUND,0.00,0.00,0.00,4/3/2007
1461,9493327,NO ERROR,-86.69,36.09,4.93,4/5/2006
1462,9293672,NO ERROR,-86.79,36.17,0.49,4/23/2006
1463,50022490,ROUTE NOT FOUND,0.00,0.00,0.00,6/13/2006
1464,10130864,ROUTE NOT FOUND,0.00,0.00,0.00,10/13/2007
1465,50017375,ROUTE NOT FOUND,0.00,0.00,0.00,4/22/2006
1466,9790160,ROUTE NOT FOUND,0.00,0.00,0.00,10/9/2006
1467,9319014,NO ERROR,-82.51,36.50,5.49,6/13/2006
1468,8127701,ROUTE NOT FOUND,0.00,0.00,0.00,8/4/2006
1469,9805727,ROUTE NOT FOUND,0.00,0.00,0.00,4/9/2007
1470,9476923,ROUTE NOT FOUND,0.00,0.00,0.00,11/14/2007
1471,10213185,NO ERROR,-86.86,36.15,8.01,6/27/2007
1472,8054324,NO ERROR,-87.07,36.28,6.76,7/27/2006
1473,9048097,ROUTE NOT FOUND,0.00,0.00,0.00,3/15/2006
1474,10197329,ROUTE NOT FOUND,0.00,0.00,0.00,8/19/2007
1475,9553370,NO ERROR,-86.46,35.49,11.01,6/5/2007
1476,9028215,ROUTE NOT FOUND,0.00,0.00,0.00,6/6/2007
1477,9348658,ROUTE NOT FOUND,0.00,0.00,0.00,5/10/2007
1478,9046599,ROUTE NOT FOUND,0.00,0.00,0.00,6/5/2006
1479,9527056,ROUTE NOT FOUND,0.00,0.00,0.00,11/4/2006
1480,8177136,ROUTE NOT FOUND,0.00,0.00,0.00,6/18/2007
1481,9469596,ROUTE NOT FOUND,0.00,0.00,0.00,6/15/2006
1482,9274970,ROUTE NOT FOUND,0.00,0.00,0.00,6/1/2006
1483,9996700,ROUTE NOT FOUND,0.00,0.00,0.00,9/26/2007
1484,9552055,NO ERROR,-87.24,36.52,16.50,4/2/2007
1485,9765718,ROUTE NOT FOUND,0.00,0.00,0.00,3/13/2006
1486,9043876,ROUTE NOT FOUND,0.00,0.00,0.00,2/1/2006
1487,9550345,ROUTE NOT FOUND,0.00,0.00,0.00,12/19/2006
1488,8568260,NO ERROR,-84.95,35.15,0.06,5/7/2007
1489,9485833,ROUTE NOT FOUND,0.00,0.00,0.00,4/5/2006
1490,9287790,ROUTE NOT FOUND,0.00,0.00,0.00,4/29/2006
1491,10005523,ROUTE NOT FOUND,0.00,0.00,0.00,12/9/2007
1492,9773858,ROUTE NOT FOUND,0.00,0.00,0.00,10/5/2006
1493,50051426,ROUTE NOT FOUND,0.00,0.00,0.00,3/11/2007
1494,8037534,ROUTE NOT FOUND,0.00,0.00,0.00,8/9/2006
1495,9800730,NO ERROR,-86.75,36.12,10.17,1/9/2007
1496,9285570,ROUTE NOT FOUND,0.00,0.00,0.00,5/23/2007
1497,9409754,NO ERROR,-86.85,36.12,12.60,12/17/2007
1498,8037406,ROUTE NOT FOUND,0.00,0.00,0.00,4/1/2006
1499,9040256,NO ERROR,-87.39,36.55,16.89,1/10/2006
1500,10195435,NO ERROR,-86.69,36.09,4.67,5/17/2007
1501,8972283,ROUTE NOT FOUND,0.00,0.00,0.00,9/29/2007
1502,9314956,ROUTE NOT FOUND,0.00,0.00,0.00,4/4/2006
1503,9327019,ROUTE NOT FOUND,0.00,0.00,0.00,4/8/2007
1504,7330003,ROUTE NOT FOUND,0.00,0.00,0.00,8/11/2007
1505,9860690,ROUTE NOT FOUND,0.00,0.00,0.00,6/20/2006
1506,9038526,ROUTE NOT FOUND,0.00,0.00,0.00,3/8/2006
1507,9519167,NO ERROR,-88.32,36.30,12.72,9/21/2006
1508,7937318,NO ERROR,-84.06,36.19,22.94,1/13/2007
1509,9459861,NO ERROR,-86.39,35.91,4.02,2/13/2006
1510,9269010,ROUTE NOT FOUND,0.00,0.00,0.00,3/11/2006
1511,8037196,ROUTE NOT FOUND,0.00,0.00,0.00,4/15/2006
1512,9912573,NO ERROR,-86.75,36.15,19.44,5/2/2007
1513,9547819,NO ERROR,-89.73,35.21,10.86,6/30/2007
1514,9722917,ROUTE NOT FOUND,0.00,0.00,0.00,8/24/2006
1515,9034713,ROUTE NOT FOUND,0.00,0.00,0.00,4/18/2006
1516,10296100,NO ERROR,-87.07,35.61,14.13,12/19/2007
1517,8037097,NO ERROR,-82.24,36.52,9.79,9/6/2006
1518,9025877,NO ERROR,-82.39,36.31,2.50,8/18/2006
1519,9777134,NO ERROR,-90.02,35.08,6.14,2/28/2007
1520,9198561,ROUTE NOT FOUND,0.00,0.00,0.00,7/9/2007
1521,9370489,ROUTE NOT FOUND,0.00,0.00,0.00,12/24/2007
1522,7949935,ROUTE NOT FOUND,0.00,0.00,0.00,3/8/2006
1523,9012821,NO ERROR,-82.37,36.38,21.99,11/23/2006
1524,10314554,NO ERROR,-86.39,35.86,14.35,9/21/2007
1525,7949709,NO ERROR,-87.02,35.64,23.29,4/7/2006
1526,9791584,ROUTE NOT FOUND,0.00,0.00,0.00,1/30/2007
1527,9227350,ROUTE NOT FOUND,0.00,0.00,0.00,10/5/2007
1528,9397211,ROUTE NOT FOUND,0.00,0.00,0.00,5/9/2007
1529,7936139,ROUTE NOT FOUND,0.00,0.00,0.00,6/30/2006
1530,9012261,ROUTE NOT FOUND,0.00,0.00,0.00,8/13/2006
1531,10151763,NO ERROR,-90.00,35.13,1.42,12/11/2007
1532,8968314,NO ERROR,-89.96,35.15,7.70,5/4/2007
1533,9313478,ROUTE NOT FOUND,0.00,0.00,0.00,7/27/2006
1534,9314485,ROUTE NOT FOUND,0.00,0.00,0.00,11/2/2007
1535,50052743,ROUTE NOT FOUND,0.00,0.00,0.00,12/15/2006
1536,9849961,NO ERROR,-86.80,36.15,8.28,2/24/2006
1537,9499711,ROUTE NOT FOUND,0.00,0.00,0.00,6/16/2006
1538,7667461,ROUTE NOT FOUND,0.00,0.00,0.00,4/17/2007
1539,9402272,ROUTE NOT FOUND,0.00,0.00,0.00,12/27/2006
1540,7922748,ROUTE NOT FOUND,0.00,0.00,0.00,10/8/2006
1541,9905922,NO ERROR,-82.39,36.32,3.29,5/25/2007
1542,9536686,NO ERROR,-86.77,36.11,0.38,10/4/2007
1543,9011532,ROUTE NOT FOUND,0.00,0.00,0.00,8/25/2006
1544,10284822,ROUTE NOT FOUND,0.00,0.00,0.00,11/1/2007
1545,7922164,ROUTE NOT FOUND,0.00,0.00,0.00,9/1/2006
1546,9007102,ROUTE NOT FOUND,0.00,0.00,0.00,5/9/2006
1547,9770919,ROUTE NOT FOUND,0.00,0.00,0.00,3/30/2007
1548,9178537,ROUTE NOT FOUND,0.00,0.00,0.00,7/7/2007
1549,9360251,NO ERROR,-83.57,35.80,23.68,7/26/2007
1550,7906318,ROUTE NOT FOUND,0.00,0.00,0.00,5/1/2006
1551,9003501,ROUTE NOT FOUND,0.00,0.00,0.00,2/1/2006
1552,9646474,NO ERROR,-86.14,36.10,15.31,9/21/2006
1553,8836935,ROUTE NOT FOUND,0.00,0.00,0.00,7/11/2007
1554,9298446,ROUTE NOT FOUND,0.00,0.00,0.00,5/7/2006
1555,50024452,ROUTE NOT FOUND,0.00,0.00,0.00,4/22/2006
1556,10135161,ROUTE NOT FOUND,0.00,0.00,0.00,11/2/2007
1557,50021994,ROUTE NOT FOUND,0.00,0.00,0.00,6/11/2006
1558,9803151,ROUTE NOT FOUND,0.00,0.00,0.00,12/11/2006
1559,9323632,NO ERROR,-83.57,35.80,23.48,8/4/2006
1560,7873058,ROUTE NOT FOUND,0.00,0.00,0.00,8/6/2006
1561,9690827,ROUTE NOT FOUND,0.00,0.00,0.00,7/19/2006
1562,8955428,NO ERROR,-81.96,36.48,0.19,4/22/2007
1563,9308337,ROUTE NOT FOUND,0.00,0.00,0.00,10/29/2006
1564,9302875,ROUTE NOT FOUND,0.00,0.00,0.00,6/17/2007
1565,50043198,ROUTE NOT FOUND,0.00,0.00,0.00,11/27/2006
1566,10147274,NO ERROR,-90.01,35.16,13.70,10/4/2007
1567,50022470,NO ERROR,-84.46,35.60,2.83,6/7/2006
1568,9819657,NO ERROR,-82.33,36.34,2.48,12/30/2006
1569,9330669,NO ERROR,-83.58,35.82,24.91,7/11/2006
1570,7844914,NO ERROR,-85.29,34.99,7.42,6/1/2006
1571,9903919,ROUTE NOT FOUND,0.00,0.00,0.00,10/1/2007
1572,9499620,ROUTE NOT FOUND,0.00,0.00,0.00,7/31/2007
1573,8999954,NO ERROR,-84.86,35.20,12.10,2/10/2006
1574,10261240,NO ERROR,-89.95,35.13,3.07,11/16/2007
1575,7808326,ROUTE NOT FOUND,0.00,0.00,0.00,5/18/2006
1576,8999619,ROUTE NOT FOUND,0.00,0.00,0.00,5/28/2006
1577,10204247,NO ERROR,-86.60,36.22,24.83,5/18/2007
1578,9622369,ROUTE NOT FOUND,0.00,0.00,0.00,3/18/2007
1579,9105956,ROUTE NOT FOUND,0.00,0.00,0.00,7/11/2007
1580,9356087,ROUTE NOT FOUND,0.00,0.00,0.00,4/20/2007
1581,8993510,ROUTE NOT FOUND,0.00,0.00,0.00,4/18/2006
1582,9250977,ROUTE NOT FOUND,0.00,0.00,0.00,3/30/2006
1583,9591209,NO ERROR,-84.14,35.86,1.80,1/28/2006
1584,8773605,NO ERROR,-89.84,35.10,9.99,5/3/2007
1585,9492426,NO ERROR,-85.50,36.15,3.49,2/10/2006
1586,9288723,NO ERROR,-86.75,36.11,1.10,6/1/2006
1587,10011859,NO ERROR,-85.20,35.08,0.64,10/16/2007
1588,9881319,ROUTE NOT FOUND,0.00,0.00,0.00,6/10/2006
1589,9786279,ROUTE NOT FOUND,0.00,0.00,0.00,10/11/2006
1590,9315514,ROUTE NOT FOUND,0.00,0.00,0.00,11/3/2006
1591,7808244,ROUTE NOT FOUND,0.00,0.00,0.00,7/25/2006
1592,9802594,NO ERROR,-86.42,35.85,10.25,2/27/2007
1593,9470431,ROUTE NOT FOUND,0.00,0.00,0.00,6/4/2007
1594,10207174,ROUTE NOT FOUND,0.00,0.00,0.00,4/21/2007
1595,7808205,NO ERROR,-85.32,35.07,1.29,5/31/2006
1596,8970770,NO ERROR,-86.63,36.31,0.60,11/30/2006
1597,10196279,NO ERROR,-86.78,36.14,7.38,5/3/2007
1598,8977879,ROUTE NOT FOUND,0.00,0.00,0.00,5/16/2007
1599,9857798,NO ERROR,-83.92,36.06,13.65,1/12/2007
1600,9494269,ROUTE NOT FOUND,0.00,0.00,0.00,6/25/2007
1601,10222587,ROUTE NOT FOUND,0.00,0.00,0.00,3/29/2007
1602,7808036,ROUTE NOT FOUND,0.00,0.00,0.00,3/26/2006
1603,8955389,NO ERROR,-82.88,36.46,1.93,10/22/2006
1604,10197640,ROUTE NOT FOUND,0.00,0.00,0.00,7/30/2007
1605,9571751,ROUTE NOT FOUND,0.00,0.00,0.00,2/22/2007
1606,9082095,NO ERROR,-89.69,35.05,19.19,7/18/2007
1607,9352927,ROUTE NOT FOUND,0.00,0.00,0.00,10/31/2007
1608,8932756,ROUTE NOT FOUND,0.00,0.00,0.00,2/3/2006
1609,9541259,NO ERROR,-86.83,36.15,9.43,10/30/2006
1610,8353053,NO ERROR,-85.23,34.99,2.73,2/27/2007
1611,9483437,ROUTE NOT FOUND,0.00,0.00,0.00,8/12/2006
1612,9286943,ROUTE NOT FOUND,0.00,0.00,0.00,5/15/2006
1613,9251873,NO ERROR,-89.98,35.13,2.47,8/25/2006
1614,10000347,ROUTE NOT FOUND,0.00,0.00,0.00,10/27/2007
1615,9770676,NO ERROR,-89.95,35.13,3.97,7/3/2006
1616,50047073,ROUTE NOT FOUND,0.00,0.00,0.00,1/11/2007
1617,7727158,ROUTE NOT FOUND,0.00,0.00,0.00,4/22/2006
1618,9796321,ROUTE NOT FOUND,0.00,0.00,0.00,3/5/2007
1619,9257023,ROUTE NOT FOUND,0.00,0.00,0.00,12/18/2007
1620,9408826,ROUTE NOT FOUND,0.00,0.00,0.00,1/7/2007
1621,7711043,NO ERROR,-89.04,36.42,0.66,8/14/2006
1622,10160961,NO ERROR,-86.37,35.84,18.32,11/10/2007
1623,8970499,NO ERROR,-86.62,36.31,3.23,1/30/2007
1624,9314855,ROUTE NOT FOUND,0.00,0.00,0.00,4/28/2006
1625,9326566,NO ERROR,-86.66,36.17,19.75,3/27/2007
1626,50228570,NO ERROR,-86.93,35.98,3.38,9/14/2006
1627,9854127,NO ERROR,-89.77,35.56,11.98,5/25/2006
1628,9504844,NO ERROR,-86.40,35.85,13.52,6/24/2006
1629,7813228,NO ERROR,-85.35,34.99,0.95,4/29/2007
1630,9410554,ROUTE NOT FOUND,0.00,0.00,0.00,7/1/2006
1631,9259028,ROUTE NOT FOUND,0.00,0.00,0.00,8/18/2006
1632,50084196,NO ERROR,-89.98,35.10,9.18,10/22/2007
1633,50083382,NO ERROR,-83.94,35.96,17.97,11/13/2007
1634,50083052,NO ERROR,-84.27,36.01,1.83,8/27/2007
1635,50081755,NO ERROR,-83.99,36.01,5.37,11/14/2007
1636,50079002,ROUTE NOT FOUND,0.00,0.00,0.00,6/5/2007
1637,50076680,ROUTE NOT FOUND,0.00,0.00,0.00,7/27/2007
1638,50076518,ROUTE NOT FOUND,0.00,0.00,0.00,6/2/2007
1639,50075352,ROUTE NOT FOUND,0.00,0.00,0.00,6/12/2007
1640,50075324,ROUTE NOT FOUND,0.00,0.00,0.00,7/2/2007
1641,50074889,NO ERROR,-86.06,35.81,11.73,6/27/2007
1642,50073938,ROUTE NOT FOUND,0.00,0.00,0.00,6/20/2007
1643,50073927,ROUTE NOT FOUND,0.00,0.00,0.00,6/12/2007
1644,50265310,NO ERROR,-85.48,35.93,10.52,6/21/2007
1645,50072690,ROUTE NOT FOUND,0.00,0.00,0.00,8/7/2007
1646,50265165,NO ERROR,-86.30,36.21,16.88,7/24/2007
1647,50265092,ROUTE NOT FOUND,0.00,0.00,0.00,9/7/2007
1648,50072228,NO ERROR,-85.47,35.93,9.13,8/27/2007
1649,50265064,NO ERROR,-89.87,35.17,13.78,7/6/2007
1650,50070359,NO ERROR,-82.82,36.17,8.72,6/16/2007
1651,50264942,ROUTE NOT FOUND,0.00,0.00,0.00,6/26/2007
1652,50069100,ROUTE NOT FOUND,0.00,0.00,0.00,6/20/2007
1653,50264845,ROUTE NOT FOUND,0.00,0.00,0.00,9/29/2007
1654,50264743,ROUTE NOT FOUND,0.00,0.00,0.00,11/1/2007
1655,50264708,ROUTE NOT FOUND,0.00,0.00,0.00,7/9/2007
1656,50264572,NO ERROR,-85.04,35.97,15.32,11/12/2007
1657,50068391,NO ERROR,-89.85,35.20,4.30,7/17/2007
1658,50264303,ROUTE NOT FOUND,0.00,0.00,0.00,8/31/2007
1659,50249058,ROUTE NOT FOUND,0.00,0.00,0.00,5/10/2007
1660,50248500,NO ERROR,-84.27,36.01,2.14,11/9/2007
1661,50068190,NO ERROR,-89.39,35.24,14.08,6/21/2007
1662,50246184,ROUTE NOT FOUND,0.00,0.00,0.00,9/6/2007
1663,50067269,ROUTE NOT FOUND,0.00,0.00,0.00,6/1/2007
1664,50246169,NO ERROR,-83.94,35.97,15.70,10/31/2007
1665,50246105,NO ERROR,-83.95,35.95,17.17,11/6/2007
1666,50239271,ROUTE NOT FOUND,0.00,0.00,0.00,8/29/2007
1667,50066882,NO ERROR,-86.42,35.71,4.33,7/29/2007
1668,50239229,ROUTE NOT FOUND,0.00,0.00,0.00,8/28/2007
1669,50239213,ROUTE NOT FOUND,0.00,0.00,0.00,10/1/2007
1670,50064188,ROUTE NOT FOUND,0.00,0.00,0.00,6/4/2007
1671,50239211,NO ERROR,-85.20,35.97,3.82,10/3/2007
1672,50063433,ROUTE NOT FOUND,0.00,0.00,0.00,5/20/2007
1673,50239158,ROUTE NOT FOUND,0.00,0.00,0.00,8/30/2007
1674,50239067,NO ERROR,-85.03,35.96,0.06,10/9/2007
1675,50062278,ROUTE NOT FOUND,0.00,0.00,0.00,5/10/2007
1676,50238416,ROUTE NOT FOUND,0.00,0.00,0.00,11/8/2007
1677,50228574,ROUTE NOT FOUND,0.00,0.00,0.00,3/30/2007
1678,50059603,ROUTE NOT FOUND,0.00,0.00,0.00,4/21/2007
1679,50228573,ROUTE NOT FOUND,0.00,0.00,0.00,2/28/2007
1680,50228572,ROUTE NOT FOUND,0.00,0.00,0.00,4/20/2007
1681,50228565,NO ERROR,-83.95,35.93,4.23,8/10/2007
1682,50059288,ROUTE NOT FOUND,0.00,0.00,0.00,4/25/2007
1683,50200622,NO ERROR,-83.94,35.97,15.58,8/29/2007
1684,50199593,ROUTE NOT FOUND,0.00,0.00,0.00,10/20/2007
1685,50199257,ROUTE NOT FOUND,0.00,0.00,0.00,12/31/2007
1686,50164153,NO ERROR,-88.81,36.12,0.00,11/30/2007
1687,50056853,ROUTE NOT FOUND,0.00,0.00,0.00,4/2/2007
1688,50131776,ROUTE NOT FOUND,0.00,0.00,0.00,6/6/2007
1689,50130216,ROUTE NOT FOUND,0.00,0.00,0.00,12/5/2007
1690,50056472,ROUTE NOT FOUND,0.00,0.00,0.00,4/1/2007
1691,50129660,ROUTE NOT FOUND,0.00,0.00,0.00,9/21/2007
1692,50056001,ROUTE NOT FOUND,0.00,0.00,0.00,1/16/2007
1693,50121907,NO ERROR,-84.27,36.01,1.83,2/8/2007
1694,50055895,ROUTE NOT FOUND,0.00,0.00,0.00,4/5/2007
1695,50114467,NO ERROR,-83.93,36.03,11.09,6/23/2007
1696,50055404,NO ERROR,-83.57,36.46,8.81,3/25/2007
1697,50101358,NO ERROR,-86.30,36.22,1.92,7/26/2007
1698,50101338,ROUTE NOT FOUND,0.00,0.00,0.00,7/20/2007
1699,50098074,ROUTE NOT FOUND,0.00,0.00,0.00,5/31/2007
1700,50098002,NO ERROR,-84.59,35.44,10.90,8/6/2007
1701,50054897,ROUTE NOT FOUND,0.00,0.00,0.00,3/26/2007
1702,50096141,ROUTE NOT FOUND,0.00,0.00,0.00,9/7/2007
1703,50091274,ROUTE NOT FOUND,0.00,0.00,0.00,8/4/2007
1704,50091152,ROUTE NOT FOUND,0.00,0.00,0.00,9/12/2007
1705,50054328,NO ERROR,-84.06,35.94,4.15,3/22/2007
1706,50054319,ROUTE NOT FOUND,0.00,0.00,0.00,3/22/2007
1707,50091049,NO ERROR,-89.99,35.11,9.88,7/6/2007
1708,50090720,ROUTE NOT FOUND,0.00,0.00,0.00,6/30/2007
1709,50090181,ROUTE NOT FOUND,0.00,0.00,0.00,8/1/2007
1710,50053879,NO ERROR,-83.92,35.96,0.09,2/27/2007
1711,50089411,NO ERROR,-84.02,36.01,3.51,7/9/2007
1712,50088663,ROUTE NOT FOUND,0.00,0.00,0.00,10/2/2007
1713,50087604,NO ERROR,-89.99,35.11,9.84,10/18/2007
1714,50053727,ROUTE NOT FOUND,0.00,0.00,0.00,1/27/2007
1715,50051642,ROUTE NOT FOUND,0.00,0.00,0.00,2/11/2007
